,aptDong,aptNm,buildYear,buyerGbn,cdealDay,cdealType,dealAmount,dealDay,dealMonth,dealYear,dealingGbn,estateAgentSggNm,excluUseAr,floor,jibun,landLeaseholdGbn,rgstDate,sggCd,slerGbn,umdNm
207,,소만마을(성원)6,1995,,,,41500,25,3,2022,중개거래,경기 고양덕양구,49.77,12,785,N,,41281,,행신동
208,,햇빛마을주공20,1997,,22.04.18,O,38200,23,3,2022,중개거래,서울 광진구,49.96,11,934,N,,41281,,행신동
209,,무원마을(동신),1994,,,,73500,12,3,2022,중개거래,경기 고양일산동구 세종시,101.73,7,769,N,,41281,,행신동
210,,삼송리슈빌센트럴파크,2012,,,,77000,14,3,2022,중개거래,경기 고양덕양구,84.9993,8,670,N,,41281,,원흥동
211,,달빛(라이프)2,1996,,,,43000,19,3,2022,중개거래,경기 고양덕양구,59.97,2,851,N,,41281,,화정동
212,,한라비발디,2004,,,,70000,19,3,2022,중개거래,경기 고양덕양구,84.8753,11,298,N,,41281,,토당동
213,,도래울파크뷰,2013,,,,78500,30,3,2022,중개거래,경기 고양덕양구 서울 강남구,84.88,14,1103,N,,41281,,도내동
214,,무원마을1단지,1995,,,,49500,12,3,2022,중개거래,경기 고양덕양구,68.98,4,773,N,,41281,,행신동
215,,고양원흥동일스위트,2018,,,,105000,30,3,2022,중개거래,경기 고양덕양구,84.9832,17,1107,N,,41281,,도내동
216,,현대1,1997,,,,36400,11,3,2022,중개거래,경기 고양덕양구,84.36,15,240-6,N,,41281,,고양동
217,,신원마을고양삼송아이파크,2012,,,,90000,26,3,2022,중개거래,경기 고양덕양구,100.34,3,113,N,,41281,,신원동
218,,햇빛주공(18-2),1998,,,,54000,28,3,2022,중개거래,경기 고양덕양구,65.97,12,938,N,,41281,,행신동
219,,달빛마을4단지,1995,,,,83750,15,3,2022,중개거래,경기 고양덕양구,170.62,8,868,N,,41281,,화정동
220,,소만마을(풍림),1994,,,,36700,18,3,2022,중개거래,경기 고양덕양구,45.36,12,781,N,,41281,,행신동
221,,"미도아파트5차(1동,2동)",1986,,,,37000,29,3,2022,중개거래,경기 고양덕양구,49.95,4,404-8,N,,41281,,성사동
222,,능곡대림,1996,,,,52700,15,3,2022,중개거래,경기 고양덕양구,59.892,8,860,N,,41281,,토당동
223,,도래울센트럴더힐,2015,,,,67000,15,3,2022,중개거래,경기 고양덕양구,84.93,2,1010,N,,41281,,도내동
224,,임창(488-56),1988,,,,25000,21,3,2022,중개거래,경기 고양덕양구,43.02,3,488-56,N,,41281,,성사동
225,,샘터마을2,1996,,,,44500,30,3,2022,중개거래,경기 고양덕양구 서울 강동구,59.93,4,983,N,,41281,,행신동
226,,별빛마을9단지(907동에서912동),1995,,,,68000,23,3,2022,중개거래,경기 고양덕양구,84.93,7,948,N,,41281,,화정동
227,,행신동문,1998,,,,35000,24,3,2022,중개거래,경기 고양덕양구,84.9675,9,220,N,,41281,,행신동
228,,옥빛마을(일신건영)13(휴먼빌),1995,,,,59500,28,3,2022,중개거래,경기 고양덕양구,59.835,14,987,N,,41281,,화정동
229,,도래울센트럴더포레,2014,,,,73000,23,3,2022,중개거래,경기 고양덕양구,84.38,12,983,N,,41281,,도내동
230,,옥빛마을(일신건영)13(휴먼빌),1995,,,,55500,31,3,2022,중개거래,경기 고양덕양구,59.835,19,987,N,,41281,,화정동
231,,별빛마을9단지(907동에서912동),1995,,,,68600,23,3,2022,중개거래,경기 고양덕양구,84.93,4,948,N,,41281,,화정동
232,,소만마을(대명)7,1995,,,,46000,21,3,2022,중개거래,경기 고양덕양구,59.04,8,783,N,,41281,,행신동
233,,삼송2차아이파크,2015,,,,95000,19,3,2022,중개거래,경기 고양덕양구,84.739,10,311,N,,41281,,삼송동
234,,별빛마을7단지,1995,,,,73000,10,3,2022,중개거래,경기 고양덕양구,85,1,953,N,,41281,,화정동
235,,푸른마을5단지,2007,,,,41000,31,3,2022,중개거래,경기 고양덕양구,84.8265,7,730,N,,41281,,고양동
236,,원흥호반베르디움더퍼스트5단지,2017,,,,87000,9,3,2022,중개거래,경기 고양덕양구,84.9491,22,1006,N,,41281,,도내동
237,,삼송2차원흥역동원로얄듀크비스타,2020,,,,80000,10,3,2022,중개거래,경기 고양덕양구,84.9867,33,635,N,,41281,,원흥동
238,,소만마을(대명)7,1995,,,,41000,25,3,2022,중개거래,경기 고양덕양구,59.04,1,783,N,,41281,,행신동
239,,옥빛마을12단지,1995,,,,65000,10,3,2022,중개거래,경기 고양덕양구,59.195,10,988,N,,41281,,화정동
240,,샘터마을2,1996,,,,47000,30,3,2022,중개거래,경기 고양덕양구,59.97,12,983,N,,41281,,행신동
241,,도래울센트럴더포레,2014,,,,66000,15,3,2022,중개거래,경기 고양덕양구,74.97,8,983,N,,41281,,도내동
242,,도래울파크뷰,2013,,,,70000,19,3,2022,중개거래,경기 고양덕양구,74.97,16,1103,N,,41281,,도내동
243,,윤창APT,1997,,,,28300,22,3,2022,중개거래,경기 고양덕양구,84.96,16,414-1,N,,41281,,고양동
244,,달빛(라이프)2,1996,,,,33500,15,3,2022,중개거래,경기 고양덕양구,49.95,9,851,N,,41281,,화정동
245,,무원마을(신안)8,1994,,,,71000,12,3,2022,중개거래,경기 고양덕양구,134.71,10,700,N,,41281,,행신동
246,,샘터마을2,1996,,,,29950,29,3,2022,중개거래,경기 고양덕양구,39.99,8,983,N,,41281,,행신동
247,,도래울센트럴더힐,2015,,,,62500,28,3,2022,중개거래,경기 고양덕양구,59.95,20,1010,N,,41281,,도내동
248,,DMC호반베르디움더포레3단지,2019,,,,99000,29,3,2022,중개거래,경기 고양덕양구,84.8984,10,557,N,,41281,,향동동
249,,소만마을9단지,1995,,,,34000,14,3,2022,중개거래,경기 고양덕양구,43.76,13,793,N,,41281,,행신동
250,,별빛마을(부영)8(좋은집),1995,,,,46000,9,3,2022,중개거래,경기 고양덕양구,50,13,952,N,,41281,,화정동
251,,별빛마을7단지,1995,,,,79500,14,3,2022,중개거래,경기 고양덕양구,85,13,953,N,,41281,,화정동
252,,푸른마을10단지,2009,,,,39700,5,3,2022,중개거래,경기 고양덕양구,84.7394,8,1121,N,,41281,,고양동
253,,토당동금강KCC,2004,,,,60000,18,3,2022,중개거래,경기 고양덕양구,75.16,9,80,N,,41281,,토당동
254,,대동피렌체주상복합,2006,,,,40500,8,3,2022,중개거래,경기 고양덕양구,84.73,5,615,N,,41281,,주교동
255,,DMC중흥S-클래스더센트럴,2020,,,,75000,15,3,2022,중개거래,경기 고양덕양구,59.718,27,501,N,,41281,,향동동
256,,고양원당줌시티,2020,,,,12000,28,3,2022,중개거래,경기 고양덕양구,14.0635,8,611-1,N,,41281,,주교동
257,,달빛마을(부영)2,1996,,,,32500,19,3,2022,중개거래,경기 고양덕양구,50,15,851,N,,41281,,화정동
258,,별빛마을9단지(907동에서912동),1995,,,,70000,21,3,2022,중개거래,경기 고양덕양구,84.93,15,948,N,,41281,,화정동
259,,달빛(라이프)2,1996,,,,44000,5,3,2022,중개거래,경기 고양덕양구,59.97,10,851,N,,41281,,화정동
260,,현대1,1997,,,,25000,11,3,2022,중개거래,경기 고양덕양구,59.36,17,240-6,N,,41281,,고양동
261,,도래울센트럴더힐,2015,,,,53000,19,3,2022,중개거래,경기 고양덕양구,51.8,7,1010,N,,41281,,도내동
262,,SK뷰1차,2005,,,,70400,9,3,2022,중개거래,경기 고양덕양구,84.91,14,621,N,,41281,,행신동
263,,장미아파트(나동),1991,,,,31700,9,3,2022,중개거래,경기 고양덕양구,75.88,12,644-1,N,,41281,,행신동
264,,고양원흥동일스위트,2018,,,,94000,25,3,2022,중개거래,경기 고양덕양구,84.9832,6,1107,N,,41281,,도내동
265,,무원마을(서광),1994,,,,63000,21,3,2022,중개거래,경기 고양덕양구,84.99,15,692,N,,41281,,행신동
266,,샘터마을2,1996,,,,28000,14,3,2022,중개거래,경기 고양덕양구,39.99,6,983,N,,41281,,행신동
267,,DMC호반베르디움더포레4단지,2019,,,,83800,24,3,2022,중개거래,경기 고양덕양구 서울 은평구,70.9637,10,552,N,,41281,,향동동
268,,고양삼송동일스위트파크뷰7(1차),2017,,,,71000,13,3,2022,중개거래,경기 고양덕양구,76.0404,6,595,N,,41281,,신원동
269,,무원마을(두산),1994,,,,68000,12,3,2022,중개거래,경기 고양덕양구,84.93,10,702,N,,41281,,행신동
270,,달빛마을(부영)2,1996,,,,34700,6,3,2022,중개거래,경기 고양덕양구,50,10,851,N,,41281,,화정동
271,,무원마을(두산),1994,,,,68000,4,3,2022,중개거래,경기 고양덕양구,84.93,13,702,N,,41281,,행신동
272,,달빛(라이프)2,1996,,,,34500,1,3,2022,중개거래,경기 고양덕양구,49.95,7,851,N,,41281,,화정동
273,,대동피렌체주상복합,2006,,,,42000,23,3,2022,중개거래,경기 고양덕양구,84.95,11,615,N,,41281,,주교동
274,,햇빛마을주공20,1997,,,,44500,8,3,2022,중개거래,경기 고양덕양구,59.97,15,934,N,,41281,,행신동
275,,삼송힐스테이트,2013,,,,75000,14,3,2022,중개거래,경기 고양덕양구,84.77,3,653,N,,41281,,신원동
276,,소만마을9단지,1995,,,,34800,9,3,2022,중개거래,경기 고양덕양구,43.76,11,793,N,,41281,,행신동
277,,새서울,1983,,,,18500,22,3,2022,중개거래,경기 고양덕양구,42.84,1,178-57,N,,41281,,관산동
278,,무원마을(라이프),1994,,,,59000,9,3,2022,중개거래,경기 고양덕양구,84.99,3,692,N,,41281,,행신동
279,,삼송원흥역센트럴푸르지오,2018,,,,91000,11,3,2022,중개거래,경기 고양덕양구,91.7151,11,630,N,,41281,,원흥동
280,,도래울센트럴더힐,2015,,,,24408,24,3,2022,직거래,,59.95,4,1010,N,,41281,,도내동
281,,은빛삼익건설(5),1995,,,,66000,15,3,2022,직거래,,99.94,13,870,N,,41281,,화정동
282,,소만마을(동성),1994,,,,40000,8,3,2022,중개거래,경기 고양덕양구,59.4,1,791,N,,41281,,행신동
283,,DMC중흥S-클래스더센트럴,2020,,,,77700,2,3,2022,중개거래,경기 고양덕양구,59.718,13,501,N,,41281,,향동동
284,,서정마을5단지,2008,,,,73400,15,3,2022,중개거래,경기 고양덕양구,84.81,2,1088,N,,41281,,행신동
285,,달빛마을4단지,1995,,,,79500,3,3,2022,중개거래,경기 고양덕양구,133.89,8,868,N,,41281,,화정동
286,,은빛삼익주택(5),1995,,,,76000,14,3,2022,중개거래,경기 고양덕양구,134.83,9,870,N,,41281,,화정동
287,,무원마을(서광),1994,,,,62000,1,3,2022,중개거래,경기 고양덕양구,84.99,9,692,N,,41281,,행신동
288,,원흥호반베르디움더퍼스트5단지,2017,,,,84800,22,3,2022,중개거래,경기 고양덕양구,84.9491,8,1006,N,,41281,,도내동
289,,신원당(대명5),1993,,,,45500,14,3,2022,중개거래,경기 고양덕양구 서울 동작구,58.68,4,730,N,,41281,,성사동
290,,서정센텀퍼스티지(서정마을4단지),2008,,,,66000,21,3,2022,중개거래,경기 고양덕양구,84.97,3,1068,N,,41281,,행신동
291,,삼송스타클래스,2014,,,,84500,21,3,2022,중개거래,경기 고양덕양구,84.98,19,331,N,,41281,,삼송동
292,,신원당(대명5),1993,,,,41500,13,3,2022,중개거래,경기 고양덕양구,58.68,3,730,N,,41281,,성사동
293,,동산마을22단지호반베르디움,2012,,,,87500,15,3,2022,중개거래,경기 고양덕양구,84.9397,26,365,N,,41281,,동산동
294,,고양원당줌시티,2020,,,,12500,21,3,2022,중개거래,경기 고양덕양구,14.0635,14,611-1,N,,41281,,주교동
295,,은빛마을6단지,1996,,,,78500,4,3,2022,중개거래,경기 고양덕양구,103.92,11,936,N,,41281,,화정동
296,,샘터마을2,1996,,,,44950,13,3,2022,중개거래,경기 고양덕양구,59.98,7,983,N,,41281,,행신동
297,,햇빛주공23,1996,,,,45800,9,3,2022,중개거래,경기 고양덕양구,59.56,16,953,N,,41281,,행신동
298,,무원마을(라이프),1994,,,,63000,12,3,2022,중개거래,경기 고양덕양구,84.99,6,692,N,,41281,,행신동
299,,별빛마을(부영)8(좋은집),1995,,,,45000,12,3,2022,중개거래,경기 고양덕양구,50,11,952,N,,41281,,화정동
300,,신원당(태영6),1993,,,,38700,3,3,2022,중개거래,경기 고양덕양구,54.91,7,731,N,,41281,,성사동
301,,햇빛주공23,1996,,,,42000,9,3,2022,중개거래,경기 고양덕양구,59.97,9,953,N,,41281,,행신동
302,,별빛마을9단지(913동에서918동),1995,,,,66000,6,3,2022,중개거래,경기 고양덕양구,84.93,12,948,N,,41281,,화정동
303,,햇빛마을주공20,1997,,,,27500,16,3,2022,중개거래,경기 고양덕양구,39.99,6,934,N,,41281,,행신동
304,,소만마을(성원)6,1995,,,,44200,12,3,2022,중개거래,경기 고양덕양구,49.77,10,785,N,,41281,,행신동
305,,푸른마을5단지,2007,,,,37000,1,3,2022,중개거래,경기 고양덕양구,84.8265,15,730,N,,41281,,고양동
306,,대림2,1997,,,,65000,1,3,2022,중개거래,경기 고양덕양구,84.93,6,259,N,,41281,,토당동
307,,DMC호반베르디움더포레4단지,2019,,,,84000,2,3,2022,중개거래,경기 고양덕양구,70.9637,2,552,N,,41281,,향동동
308,,신원당(태영2),1993,,,,42500,4,3,2022,중개거래,경기 고양덕양구,59.04,5,723,N,,41281,,성사동
309,,소만마을(풍림),1994,,,,37000,1,3,2022,중개거래,경기 고양덕양구,45.36,10,781,N,,41281,,행신동
310,,소만마을(성원)6,1995,,,,41700,10,3,2022,중개거래,경기 고양덕양구,49.77,9,785,N,,41281,,행신동
311,,무원마을(동신),1994,,22.04.11,O,73500,12,3,2022,중개거래,경기 고양일산동구,101.73,7,769,N,,41281,,행신동
312,,서정마을5단지,2008,,,,85950,14,3,2022,중개거래,경기 고양덕양구,84.81,6,1088,N,,41281,,행신동
313,,햇빛주공23,1996,,,,41000,2,3,2022,중개거래,경기 고양덕양구,49.96,10,953,N,,41281,,행신동
314,,도래울센트럴파크(CentralPark),2013,,,,86500,8,3,2022,중개거래,경기 고양덕양구,84.88,16,1011,N,,41281,,도내동
315,,행신동문,1998,,,,36500,7,3,2022,중개거래,경기 고양덕양구,58.9875,10,220,N,,41281,,행신동
316,,샘터마을2,1996,,,,47000,3,3,2022,중개거래,경기 고양덕양구,59.56,4,983,N,,41281,,행신동
317,,벽산,1999,,,,30500,5,3,2022,중개거래,경기 고양덕양구,59.97,1,350-1,N,,41281,,주교동
318,,햇빛주공23,1996,,,,45000,1,3,2022,중개거래,경기 고양덕양구,59.97,4,953,N,,41281,,행신동
319,,삼성,1998,,,,28500,3,3,2022,중개거래,경기 고양덕양구,59.886,8,197,N,,41281,,고양동
320,,소만마을1단지,1995,,,,36000,2,3,2022,중개거래,경기 고양덕양구,45.48,11,796,N,,41281,,행신동
321,,DMC호반베르디움더포레2단지,2019,,,,80000,6,3,2022,중개거래,경기 고양덕양구,70.9637,4,571,N,,41281,,향동동
322,,고양삼송동일스위트파크뷰7(1차),2017,,,,64000,6,3,2022,중개거래,경기 고양덕양구,66.0346,1,595,N,,41281,,신원동
323,,소만마을9단지,1995,,,,31000,1,3,2022,중개거래,경기 고양덕양구 서울 양천구,43.76,6,793,N,,41281,,행신동
324,,스카이팰리스,2017,,22.04.21,O,34500,7,3,2022,중개거래,경기 고양덕양구,70.71,14,610-6,N,,41281,,주교동
325,,도래울센트럴더힐,2015,,,,46600,10,3,2022,직거래,,84.93,10,1010,N,,41281,,도내동
326,,장미아파트(나동),1991,,,,33500,2,3,2022,중개거래,경기 고양덕양구,75.88,4,644-1,N,,41281,,행신동
327,,소만마을(성원)6,1995,,,,43200,5,3,2022,중개거래,경기 고양덕양구,49.77,5,785,N,,41281,,행신동
328,,삼송스타클래스,2014,,,,75000,2,3,2022,중개거래,서울 성북구,99.82,9,331,N,,41281,,삼송동
329,,옥빛마을14단지,1995,,22.03.29,O,55000,2,3,2022,직거래,,60,4,1004,N,,41281,,화정동
330,,샘터마을2,1996,,,,47400,21,4,2022,중개거래,경기 고양덕양구,59.97,10,983,N,,41281,,행신동
331,,옥빛마을12단지,1995,,,,65000,12,4,2022,중개거래,경기 고양덕양구,59.195,5,988,N,,41281,,화정동
332,,고양동우방유쉘아파트,2007,,,,43300,14,4,2022,중개거래,경기 고양덕양구,84.93,14,454,N,,41281,,고양동
333,,별빛마을(건영)10,1996,,22.11.28,O,70000,28,4,2022,중개거래,경기 고양덕양구,84.96,14,951,N,,41281,,화정동
334,,SK뷰1차,2005,,,,68000,25,4,2022,직거래,,104.01,18,621,N,,41281,,행신동
335,,푸른마을3단지,2004,,,,40000,28,4,2022,중개거래,경기 고양덕양구,84.89,7,719,N,,41281,,고양동
336,,옥빛마을14단지,1995,,,,44500,30,4,2022,중개거래,경기 고양덕양구,50,9,1004,N,,41281,,화정동
337,,옥빛마을14단지,1995,,,,52500,30,4,2022,중개거래,경기 고양덕양구,60,15,1004,N,,41281,,화정동
338,,경원아인스타워,2022,,,,49000,25,4,2022,직거래,,74.62,9,584-3,N,,41281,,주교동
339,,무원마을7단지,1994,,,,58000,29,4,2022,중개거래,경기 고양덕양구,73.08,12,699,N,,41281,,행신동
340,,신원마을고양삼송아이파크,2012,,,,84000,30,4,2022,중개거래,경기 고양덕양구,100.34,7,113,N,,41281,,신원동
341,,원당대림e-편한세상,2009,,,,73000,29,4,2022,중개거래,경기 고양덕양구 서울 은평구,84.86,26,869,N,,41281,,성사동
342,,소만마을(풍림),1994,,,,36800,30,4,2022,중개거래,경기 고양덕양구,45.36,8,781,N,,41281,,행신동
343,,윤창APT,1997,,,,27000,27,4,2022,중개거래,경기 고양덕양구,84.96,17,414-1,N,,41281,,고양동
344,,소만마을9단지,1995,,,,32700,28,4,2022,중개거래,경기 고양덕양구,43.76,9,793,N,,41281,,행신동
345,,은빛마을(신성)5,1995,,,,76000,27,4,2022,중개거래,경기 고양덕양구,164.85,1,870,N,,41281,,화정동
346,,DMC호반베르디움더포레3단지,2019,,,,89000,23,4,2022,중개거래,경기 고양덕양구,70.9637,11,557,N,,41281,,향동동
347,,달빛마을(부영)2,1996,,,,34000,17,4,2022,중개거래,경기 고양덕양구,50,7,851,N,,41281,,화정동
348,,무원마을7단지,1994,,,,58000,24,4,2022,중개거래,경기 고양덕양구,73.08,7,699,N,,41281,,행신동
349,,햇빛주공(18-2),1998,,,,58500,20,4,2022,중개거래,경기 고양덕양구,84.79,6,938,N,,41281,,행신동
350,,고양동우방유쉘아파트,2007,,,,30500,30,4,2022,중개거래,경기 고양덕양구,59.99,3,454,N,,41281,,고양동
351,,햇빛마을19,1998,,,,60900,22,4,2022,중개거래,경기 고양덕양구,84.98,15,903,N,,41281,,행신동
352,,무원마을(삼보),1994,,,,67000,25,4,2022,중개거래,경기 고양덕양구,109.98,8,771,N,,41281,,행신동
353,,별빛마을9단지(기산),1995,,,,53000,27,4,2022,중개거래,경기 남양주시,84.93,8,948,N,,41281,,화정동
354,,햇빛주공(18-2),1998,,,,61000,27,4,2022,중개거래,경기 고양덕양구,84.79,17,938,N,,41281,,행신동
355,,샘터마을2,1996,,,,29000,22,4,2022,중개거래,경기 고양덕양구,39.99,10,983,N,,41281,,행신동
356,,옥빛마을(주공)15,1997,,,,46900,16,4,2022,중개거래,경기 고양덕양구,59.56,9,1127,N,,41281,,화정동
357,,도래울파크뷰,2013,,,,80000,15,4,2022,중개거래,경기 고양덕양구,84.98,10,1103,N,,41281,,도내동
358,,무원마을7단지,1994,,,,57000,25,4,2022,중개거래,경기 고양덕양구,73.08,15,699,N,,41281,,행신동
359,,신성(572),1988,,,,27540,19,4,2022,중개거래,경기 고양덕양구,48.87,5,572,N,,41281,,주교동
360,,서정마을7단지파크하임휴먼시아,2009,,,,95000,16,4,2022,중개거래,경기 고양덕양구,120.78,1,1090,N,,41281,,행신동
361,,거보플러스(585-6),2002,,,,14700,20,4,2022,중개거래,경기 고양덕양구,41.4,4,585-6,N,,41281,,주교동
362,,햇빛주공23,1996,,,,44750,25,4,2022,중개거래,경기 고양덕양구,59.97,12,953,N,,41281,,행신동
363,,삼송스타클래스,2014,,,,81200,30,4,2022,중개거래,경기 고양덕양구,84.98,18,331,N,,41281,,삼송동
364,,샘터마을2,1996,,22.08.05,O,47400,21,4,2022,중개거래,경기 고양덕양구,59.97,10,983,N,,41281,,행신동
365,,DMC호반베르디움더포레4단지,2019,,,,100000,21,4,2022,중개거래,경기 고양덕양구,84.8984,9,552,N,,41281,,향동동
366,,유승(126),2000,,,,31700,20,4,2022,중개거래,경기 고양덕양구,84.98,3,126,N,,41281,,관산동
367,,도래울센트럴파크(CentralPark),2013,,,,67000,30,4,2022,중개거래,경기 고양덕양구,59.78,12,1011,N,,41281,,도내동
368,,별빛마을(건영)10,1996,,,,70200,7,4,2022,중개거래,경기 고양덕양구,84.96,6,951,N,,41281,,화정동
369,,옥빛마을12단지,1995,,22.06.14,O,65000,12,4,2022,중개거래,경기 고양덕양구,59.195,5,988,N,,41281,,화정동
370,,삼송스타클래스,2014,,,,81500,23,4,2022,중개거래,경기 고양덕양구,84.98,17,331,N,,41281,,삼송동
371,,옥빛마을(주공)17(에듀뷰),1997,,,,62000,29,4,2022,직거래,,84.79,17,1135,N,,41281,,화정동
372,,삼송리슈빌센트럴파크,2012,,,,83800,30,4,2022,중개거래,경기 고양덕양구,84.9984,23,670,N,,41281,,원흥동
